Segment,Source,Target,RAG adheres?,SPA obviously adheres?,SPA adheres?,Agreement?,RAG suggestion,SPA suggestion,Agreement on suggestion,RAG Terms,SPA Terms
1153,"“That will be easy,” replied the man, “for when she knows you are in the country of the Winkies she will find you, and make you all her slaves.”","""Das wird leicht sein"", antwortete der Mann, ""denn wenn sie weiß, dass ihr im Land der Winkies seid, wird sie euch finden und euch alle zu ihren Sklaven machen.""",FALSE,TRUE,TRUE,FALSE,"""Das wird leicht sein"", antwortete der Mann, ""denn wenn sie weiß, dass ihr im Land der Winkies seid, wird sie euch finden und euch alle zu ihren Sklaven machen.""","""Das wird leicht sein"", antwortete der Mann, ""denn wenn sie weiß, dass ihr im Land der Winkies seid, wird sie euch finden und euch alle zu ihren Sklavinnen machen.""",FALSE,land of the Winkies → Land der Winkies (note: see also Country of the West) | Good Witch of the North → Gute Hexe des Nordens | Wizard Oz → Zauberer Oz | land of Oz → Land Oz (note: German uses 'Land Oz' without 'of') | Glinda → Glinda | country of the quadlings → Land der Quadlinge | Witch of the East → Ost-Hexe | Wicked Witch of the East → Böse Hexe des Ostens,"1. term: ""slave"" → preferred: ""Sklavin"" (part of speech: noun)"
1154,"“Perhaps not,” said the Scarecrow, “for we mean to destroy her.”","""Vielleicht nicht"", sagte die Vogelscheuche, ""denn wir wollen sie vernichten.""",TRUE,TRUE,TRUE,TRUE,,,TRUE,Scarecrow → Vogelscheuche | Wicked Witch of the West → Böse Hexe des Westens | Wicked Witch of the East → Böse Hexe des Ostens | Witch of the West → West-Hexe (note: German hyphenates 'West-Hexe' or 'böse West-Hexe') | Witch of the East → Ost-Hexe | Wicked Witch → Böse Hexe | Tin Woodman → Blechholzfäller (note: proper name/capitalization — appears as title and as character name) | castle of Glinda → Glindas Schloß,
1155,"“Oh, that is different,” said the Guardian of the Gates.","""Oh, das ist etwas anderes"", sagte der Wächter der Pforte.",FALSE,TRUE,TRUE,FALSE,"""Oh, das ist etwas anderes"", sagte der Torwächter.","""Oh, das ist etwas anderes"", sagte der Wächter des Tores.",FALSE,guardian of the gate → Torwächter | gate → Tor | Great Wizard → Großer Zauberer | Great Oz → großen Oz | Glinda → Glinda | mark of the Good Witch’s kiss → Zeichen des Kusses der Guten Hexe (note: protective mark on Dorothy's forehead) | Good Witch of the North → Gute Hexe des Nordens | castle of Glinda → Glindas Schloß,"1. term: ""gate"" → preferred: ""Tor"" (part of speech: noun)"
1156,"“No one has ever destroyed her before, so I naturally thought she would make slaves of you, as she has of the rest.","""Niemand hat sie je zuvor zerstört, also dachte ich natürlich, dass sie euch zu Sklaven machen würde, so wie sie es mit den anderen gemacht hat.",TRUE,TRUE,TRUE,TRUE,,"„Niemand hat sie je zuvor zerstört, also dachte ich natürlich, dass sie euch zu Sklavinnen machen würde, so wie sie es mit den anderen gemacht hat.“",FALSE,slave → Sklavin | Sorceress → Zauberin | Queen of the Mice → Mäusekönigin | Witch of the East → Ost-Hexe | Wicked Witch of the East → Böse Hexe des Ostens | Glinda → Glinda | Wicked Witch of the West → Böse Hexe des Westens | Witch of the West → West-Hexe (note: German hyphenates 'West-Hexe' or 'böse West-Hexe'),"1. term: ""slave"" → preferred: ""Sklavin"" (part of speech: noun)"
1157,"But take care; for she is wicked and fierce, and may not allow you to destroy her.","Aber nimm dich in Acht, denn sie ist böse und wild und wird es nicht zulassen, dass du sie vernichtest.",TRUE,TRUE,TRUE,TRUE,,,TRUE,terrible Beast → schreckliches Biest | Wicked Witch → Böse Hexe | Wicked Witch of the West → Böse Hexe des Westens | Sorceress → Zauberin | Witch of the West → West-Hexe (note: German hyphenates 'West-Hexe' or 'böse West-Hexe') | wild beast → wildes Tier | Great and Terrible → Große und Schreckliche | Wicked Witch of the East → Böse Hexe des Ostens,
1158,"Keep to the West, where the sun sets, and you cannot fail to find her.”","Halte dich im Westen, wo die Sonne untergeht, und du wirst sie finden.""",TRUE,TRUE,TRUE,TRUE,,,TRUE,the land of the West → Land des Westens | Country of the West → Land des Westens (note: also appears as 'Land der Winkies' variants; use consistent translation) | Witch of the West → West-Hexe (note: German hyphenates 'West-Hexe' or 'böse West-Hexe') | Good Witch of the North → Gute Hexe des Nordens | road to the south → Straße nach Süden | Witch of the East → Ost-Hexe | Witch of the South → Hexe des Südens | Witch of the North → Hexe des Nordens,
1159,"They thanked him and bade him good-bye, and turned toward the West, walking over fields of soft grass dotted here and there with daisies and buttercups.","Sie bedankten sich und verabschiedeten sich von ihm, wandten sich nach Westen und gingen über Felder mit weichem Gras, die hier und da mit Gänseblümchen und Butterblumen übersät waren.",TRUE,TRUE,TRUE,TRUE,,,TRUE,the land of the West → Land des Westens | meadow → Wiese (note: plural/collective 'meadows' -> 'Wiesen' in German text) | land of the Winkies → Land der Winkies (note: see also Country of the West) | road of yellow brick → Straße der gelben Ziegelsteine (note: Fictional path in the story; keep wording literal) | greensward → grüner Rasen (note: English phrase; German uses ‚grüner Rasen‘ or ‚Flecken von grünem Rasen’) | road to the south → Straße nach Süden | poppy meadow → Mohnblumenwiese | country of the quadlings → Land der Quadlinge,
1160,"Dorothy still wore the pretty silk dress she had put on in the palace, but now, to her surprise, she found it was no longer green, but pure white.","Dorothy trug immer noch das hübsche Seidenkleid, das sie im Palast angezogen hatte, aber zu ihrer Überraschung war es jetzt nicht mehr grün, sondern reinweiß.",TRUE,TRUE,TRUE,TRUE,,,TRUE,Dorothy → Dorothy | Glinda → Glinda | castle of Glinda → Glindas Schloß | Good Witch of the North → Gute Hexe des Nordens | The Wonderful Wizard of Oz → Wunderwirkenden Zauberer von Oz (note: German title appears as 'Wunderwirkenden Zauberer von Oz' within text) | Witch of the East → Ost-Hexe | Wicked Witch of the East → Böse Hexe des Ostens | the Wonderful Wizard → Wunderwirkenden Zauberer (note: German compounds 'Wonderful Wizard' differently; tone matters),"1. term: ""silk"" → preferred: ""Seide"" (part of speech: noun)"
1161,The ribbon around Toto’s neck had also lost its green color and was as white as Dorothy’s dress.,Auch das Band um Totos Hals hatte seine grüne Farbe verloren und war so weiß wie Dorothys Kleid.,TRUE,TRUE,TRUE,TRUE,,,TRUE,Dorothy → Dorothy | green ribbon → grünes Band | Toto → Toto | Tin Woodman → Blechholzfäller (note: proper name/capitalization — appears as title and as character name) | yellow brick → gelben Ziegelsteine (adjective) (note: appears as part of 'gelbe Ziegelsteinstraße' later — translate consistently) | Glinda → Glinda | The Wonderful Wizard of Oz → Wunderwirkenden Zauberer von Oz (note: German title appears as 'Wunderwirkenden Zauberer von Oz' within text) | road of yellow brick → Straße der gelben Ziegelsteine (note: Fictional path in the story; keep wording literal),"1. term: ""Dorothy"" → preferred: ""Dorothy"" (part of speech: noun)"
1162,The Emerald City was soon left far behind.,Die Smaragdstadt wurde bald weit hinter sich gelassen.,TRUE,TRUE,TRUE,TRUE,,,TRUE,Emerald City → Smaragdstadt | City of Emeralds → Stadt der Smaragde | road of yellow brick → Straße der gelben Ziegelsteine (note: Fictional path in the story; keep wording literal) | emerald → Smaragd | land of Oz → Land Oz (note: German uses 'Land Oz' without 'of') | yellow brick road → Straße mit gelben Ziegelsteinen (note: German: 'Die Straße zur Stadt der Smaragde ist mit gelben Ziegelsteinen gepflastert' — keep as 'gelbe Ziegelsteine' phrase) | land of the Winkies → Land der Winkies (note: see also Country of the West) | yellow brick → gelben Ziegelsteine (adjective) (note: appears as part of 'gelbe Ziegelsteinstraße' later — translate consistently),
1163,"As they advanced the ground became rougher and hillier, for there were no farms nor houses in this country of the West, and the ground was untilled.","Je weiter sie vorankamen, desto rauer und hügeliger wurde der Boden, denn in diesem Land im Westen gab es weder Bauernhöfe noch Häuser, und der Boden war nicht bestellt.",FALSE,TRUE,TRUE,FALSE,"Je weiter sie vorankamen, desto rauer und hügeliger wurde der Boden, denn in diesem Land des Westens gab es weder Bauernhöfe noch Häuser, und der Boden war nicht bestellt.","Je weiter sie vorankamen, desto rauer und hügeliger wurde der Boden, denn in diesem Land im Westen gab es weder Farmen noch Häuser, und der Boden war unbestellt.",FALSE,the land of the West → Land des Westens | Country of the West → Land des Westens (note: also appears as 'Land der Winkies' variants; use consistent translation) | south country → Land des Südens | prairie → Prärie | road to the south → Straße nach Süden | cornfield → Maisfeld | hill → Berg | muddy hole → modderiges Loch,"1. term: ""farm"" → preferred: ""Farmen"" (part of speech: noun)"
1164,"In the afternoon the sun shone hot in their faces, for there were no trees to offer them shade; so that before night Dorothy and Toto and the Lion were tired, and lay down upon the grass and fell asleep, with the Woodman and the Scarecrow keeping watch.","Am Nachmittag schien ihnen die Sonne heiß ins Gesicht, denn es gab keine Bäume, die ihnen Schatten spendeten, so dass Dorothy, Toto und der Löwe vor der Nacht müde waren, sich ins Gras legten und einschliefen, während der Holzfäller und die Vogelscheuche Wache hielten.",FALSE,TRUE,TRUE,FALSE,"Am Nachmittag schien ihnen die Sonne heiß ins Gesicht, denn es gab keine Bäume, die ihnen Schatten spendeten, so dass Dorothy, Toto und der Löwe vor der Nacht müde waren, sich ins Gras legten und einschliefen, während der Blechholzfäller und die Vogelscheuche Wache hielten.",,FALSE,Tin Woodman ⭢ Blechholzfäller (note: proper name/capitalization — appears as title and as character name) | land of the Winkies ⭢ Land der Winkies (note: see also Country of the West) | Dorothy ⭢ Dorothy | The Wonderful Wizard of Oz ⭢ Wunderwirkenden Zauberer von Oz (note: German title appears as 'Wunderwirkenden Zauberer von Oz' within text) | Cowardly Lion ⭢ Feige Löwe (adjective) (note: title/capition uses adjective before noun) | houses of the Munchkins ⭢ Häuser der Munchkins | the Wonderful Wizard ⭢ Wunderwirkenden Zauberer (note: German compounds 'Wonderful Wizard' differently; tone matters) | Wizard Oz ⭢ Zauberer Oz,
1165,"Now the Wicked Witch of the West had but one eye, yet that was as powerful as a telescope, and could see everywhere.","Die Böse Hexe des Westens hatte nur ein Auge, aber das war so stark wie ein Fernrohr und konnte alles sehen.",TRUE,TRUE,TRUE,TRUE,,,TRUE,Wicked Witch of the West → Böse Hexe des Westens | Witch of the West → West-Hexe (note: German hyphenates 'West-Hexe' or 'böse West-Hexe') | Wicked Witch → Böse Hexe | Wicked Witch of the East → Böse Hexe des Ostens | Witch of the East → Ost-Hexe | Witch of the North → Hexe des Nordens | Good Witch of the North → Gute Hexe des Nordens | Witch of the South → Hexe des Südens,
1166,"So, as she sat in the door of her castle, she happened to look around and saw Dorothy lying asleep, with her friends all about her.","Als sie also in der Tür ihres Schlosses saß, sah sie sich zufällig um und erblickte Dorothy, die schlief, während ihre Freunde um sie herum waren.",TRUE,TRUE,TRUE,TRUE,,,FALSE,castle of Glinda → Glindas Schloß | Dorothy → Dorothy | Glinda → Glinda | Good Witch of the North → Gute Hexe des Nordens | Witch of the East → Ost-Hexe | Wicked Witch of the East → Böse Hexe des Ostens | Witch of the North → Hexe des Nordens | land of the Winkies → Land der Winkies (note: see also Country of the West),"1. term: ""castle"" → preferred: ""Schloß"" (part of speech: noun)"
1167,"They were a long distance off, but the Wicked Witch was angry to find them in her country; so she blew upon a silver whistle that hung around her neck.","Sie waren weit weg, aber die Böse Hexe war wütend, sie in ihrem Land zu finden; also blies sie in eine silberne Pfeife, die sie um den Hals trug.",FALSE,TRUE,TRUE,FALSE,"Sie waren weit entfernt, aber die Böse Hexe war wütend, sie in ihrem Land zu finden; also blies sie in eine silberne Pfeife, die um ihren Hals hing.","Sie waren weit entfernt, aber die Böse Hexe war zornig, sie in ihrem Land zu finden; also blies sie in eine Silberpfeife, die sie um den Hals trug.",FALSE,Wicked Witch of the West → Böse Hexe des Westens | Wicked Witch → Böse Hexe | Witch of the West → West-Hexe (note: German hyphenates 'West-Hexe' or 'böse West-Hexe') | Witch of the North → Hexe des Nordens | Witch of the East → Ost-Hexe | Wicked Witch of the East → Böse Hexe des Ostens | Good Witch of the North → Gute Hexe des Nordens | land of the Winkies → Land der Winkies (note: see also Country of the West),"1. term: ""silver whistle"" → preferred: ""Silberpfeife"" (part of speech: noun)"
1168,At once there came running to her from all directions a pack of great wolves.,Auf einmal kam aus allen Richtungen ein Rudel großer Wölfe auf sie zugerannt.,TRUE,TRUE,TRUE,TRUE,,,TRUE,wolf → Wolf | wild beast → wildes Tier | howl → heulen (note: applies to wind sound) | terrible Beast → schreckliches Biest | Kalidahs → Kalidahs | king of the forest → König des Waldes | Queen of the Mice → Mäusekönigin | growl → Knurren,
1169,They had long legs and fierce eyes and sharp teeth.,"Sie hatten lange Beine, grimmige Augen und scharfe Zähne.",TRUE,TRUE,TRUE,TRUE,,,TRUE,"terrible Beast → schreckliches Biest | wild beast → wildes Tier | Kalidahs → Kalidahs | Great and Terrible → Große und Schreckliche | teeth → Zähne | Beast → Bestie (note: When capitalized, refers to the shape Oz took on himself) | king of beasts → König der Tiere | Lion → Löwe",
1170,"“Go to those people,” said the Witch, “and tear them to pieces.”","""Geh zu diesen Leuten"", sagte die Hexe, ""und reiß sie in Stücke.""",TRUE,TRUE,TRUE,TRUE,,,FALSE,Wicked Witch → Böse Hexe | Witch of the West → West-Hexe (note: German hyphenates 'West-Hexe' or 'böse West-Hexe') | Witch of the East → Ost-Hexe | Wicked Witch of the West → Böse Hexe des Westens | Wicked Witch of the East → Böse Hexe des Ostens | Witch of the South → Hexe des Südens | Witch of the North → Hexe des Nordens | Good Witch of the North → Gute Hexe des Nordens,
